keyword,cluster,product_relevance,wordstat_broad,frequency_type,demand_scope,source_seed,region,device,collected_at,source_url
совместимость знаков зодиака рак и скорпион,compatibility,RELEVANT,440,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
совместимость знаков зодиака овен и скорпион,compatibility,RELEVANT,439,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
совместимость знаков зодиака рак и водолей,compatibility,RELEVANT,435,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
селена в синастрии,synastry,RELEVANT,432,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
знаки зодиака совместимость в отношениях дева,compatibility,RELEVANT,423,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
знаки зодиака совместимость в отношениях рак,compatibility,RELEVANT,421,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
меркурий соединение меркурий синастрия,synastry,RELEVANT,420,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
теста совместимость знаков зодиака,compatibility,RELEVANT,417,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
скорпион совместимость с другими знаками зодиака,compatibility,RELEVANT,417,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
вертекс в синастрии,synastry,RELEVANT,416,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
совместимость знака зодиака овна в любви,compatibility,RELEVANT,415,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
совместимость знаков зодиака весы и козерог,compatibility,RELEVANT,415,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
расчет синастрии,synastry,RELEVANT,415,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
совместимость знаков зодиака козерог и дева,compatibility,RELEVANT,412,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
весы совместимость с другими знаками зодиака,compatibility,RELEVANT,410,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
синастрии солнце марс,synastry,RELEVANT,410,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
соединение домов в синастрии,synastry,RELEVANT,409,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
совместимость знаков зодиака весы и телец,compatibility,RELEVANT,400,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
совместимость рыб с другими знаками зодиака,compatibility,RELEVANT,399,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
таблица совместимости знаков зодиака в любви,compatibility,RELEVANT,397,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
сколько совместимость знаков зодиака,compatibility,RELEVANT,395,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
скорпионы в синастрии,synastry,RELEVANT,393,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
совместимость по году рождения и знаку зодиака,compatibility,RELEVANT,391,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
трин венер в синастрии,synastry,RELEVANT,391,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
совместимость знаков зодиака весы и рыбы,compatibility,RELEVANT,390,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
совместимость знаков зодиака девушка и парень,compatibility,RELEVANT,387,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
совместимость знаков зодиака рыбы и близнецы,compatibility,RELEVANT,387,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
синастрия лилит в домах,synastry,RELEVANT,387,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
овен совместимость с другими знаками зодиака,compatibility,RELEVANT,386,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
водолей совместимость с другими знаками зодиака,compatibility,RELEVANT,383,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
совместимость брака в между знаками зодиака,compatibility,RELEVANT,383,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
знаки зодиака совместимость в любви телец,compatibility,RELEVANT,380,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
козерог совместимость с другими знаками зодиака,compatibility,RELEVANT,379,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
совместимость львов с другими знаками зодиака,compatibility,RELEVANT,377,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
марс плутон синастрии,synastry,RELEVANT,375,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
лев знак зодиака девушка совместимость,compatibility,RELEVANT,374,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
ноябрь знак зодиака совместимость,compatibility,RELEVANT,374,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
кету в синастрии,synastry,RELEVANT,373,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
совместимость знаков зодиака водолей и близнецы,compatibility,RELEVANT,372,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
совместимость знаков зодиака овен и весы,compatibility,RELEVANT,371,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
самые совместимость знаков зодиака,compatibility,RELEVANT,370,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
соединение раху синастрия,synastry,RELEVANT,370,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
совместимость знаков зодиака весы и водолей,compatibility,RELEVANT,369,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
синастрия южный узел,synastry,RELEVANT,368,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
дева знак зодиака девушка совместимость,compatibility,RELEVANT,367,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
знаки зодиака совместимость в отношениях близнецы,compatibility,RELEVANT,367,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
лев совместимость с другими знаками зодиака,compatibility,RELEVANT,366,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
совместимость знаков зодиака козерог и скорпион,compatibility,RELEVANT,365,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
лилит мужчины в синастрии соединение,synastry,RELEVANT,365,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
квиконс в синастрии,synastry,RELEVANT,363,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
синастрия соединение хиронов,synastry,RELEVANT,362,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
синастрия груди,synastry,RELEVANT,361,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
соединение лилит венера в синастрии,synastry,RELEVANT,360,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
синастрия соединение уран уран,synastry,RELEVANT,359,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
совместимость знаков зодиака рак и телец,compatibility,RELEVANT,357,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
совместимость знаков зодиака онлайн,compatibility,RELEVANT,356,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
совместимость знаков зодиака телец и водолей,compatibility,RELEVANT,355,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
таблица совместимости знаков зодиака в браке,compatibility,RELEVANT,353,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
лилит женщины в соединении синастрия,synastry,RELEVANT,352,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
совместимость знаков зодиака овен и лев,compatibility,RELEVANT,350,broad,Yandex external demand proxy,совместимость знаков зодиака,Россия,Смартфоны,2026-07-29T18:50:58.010Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C%20%D0%B7%D0%BD%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%B7%D0%BE%D0%B4%D0%B8%D0%B0%D0%BA%D0%B0
солнце плутон синастрия,synastry,RELEVANT,350,broad,Yandex external demand proxy,синастрия,Россия,Смартфоны,2026-07-29T18:51:00.129Z,https://wordstat.yandex.ru/?region=225&view=table&words=%D1%81%D0%B8%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%B8%D1%8F
